2026-07-20 18:14:37.817 [INFO] [System] COWdeploy Edge Benchmarking Suite v4.1 (Radxa CM5 / RK3588)
2026-07-20 18:14:37.817 [INFO] [System] Hardware: Radxa CM5 (Rockchip RK3588 - 6 TOPS NPU)
2026-07-20 18:14:37.817 [INFO] [System] OS: Ubuntu 22.04 LTS aarch64 (Radxa OS)
2026-07-20 18:14:37.817 [INFO] [Memory] Total RAM: 8.0 GB | Available: 6.8 GB
2026-07-20 18:14:37.817 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | Target FPS: 25.0 | Frames: 1800 (72s)
2026-07-20 18:14:37.817 [INFO] [Pipeline] Configuration: 
    - RKNN Toolkit Version: 2.0.0
    - Video Decode: MPP (Media Process Platform)
    - Preprocess: RGA (Raster Graphic Acceleration) Hardware Resizer
    - Detection Backend: rknn_api (NPU INT8) - yolov8n-seg.rknn
    - Feature Extractor Backend: rknn_api (NPU INT8) - dinov2_vits14.rknn
    - Memory Architecture: dma_buf (Zero-Copy between MPP -> RGA -> RKNN)
2026-07-20 18:14:37.817 [INFO] [RKNN] Loading model yolov8n-seg.rknn...
2026-07-20 18:14:37.918 [INFO] [RKNN] Loaded successfully. Input: [1, 640, 640, 3]. Precision: INT8. Target: RK3588 NPU Core 0.
2026-07-20 18:14:37.918 [INFO] [RKNN] Loading model dinov2_vits14.rknn...
2026-07-20 18:14:38.019 [INFO] [RKNN] Loaded successfully. Input: [1, 224, 224, 3]. Precision: INT8. Target: RK3588 NPU Core 1 & 2.
2026-07-20 18:14:38.019 [INFO] [Pipeline] Starting asynchronous RKNN C++ pipeline...
2026-07-20 18:14:38.019 [DEBUG] [Frame 0000] Decode(MPP): 7.9ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1618] Decode(MPP): 8.5ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1619] Decode(MPP): 7.8ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1620] Decode(MPP): 8.2ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.4ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1621] Decode(MPP): 7.8ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.0ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1622] Decode(MPP): 7.8ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.8ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1623] Decode(MPP): 8.0ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1624] Decode(MPP): 8.4ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.1ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1625] Decode(MPP): 7.7ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1626] Decode(MPP): 7.7ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1627] Decode(MPP): 8.0ms | Resize(RGA): 3.1ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1628] Decode(MPP): 7.9ms | Resize(RGA): 2.7ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.6ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1629] Decode(MPP): 8.4ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.0ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1630] Decode(MPP): 8.3ms | Resize(RGA): 2.6ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.6ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1631] Decode(MPP): 7.7ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.0ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1632] Decode(MPP): 8.0ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.3ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1633] Decode(MPP): 8.3ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.3ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1634] Decode(MPP): 8.1ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.9ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1635] Decode(MPP): 7.9ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.8ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1636] Decode(MPP): 8.2ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1637] Decode(MPP): 8.5ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.3ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1638] Decode(MPP): 7.8ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1639] Decode(MPP): 8.2ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1640] Decode(MPP): 8.0ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1641] Decode(MPP): 7.6ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.5ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1642] Decode(MPP): 8.4ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1643] Decode(MPP): 8.2ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.9ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1644] Decode(MPP): 7.5ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.1ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1645] Decode(MPP): 8.0ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.7ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1646] Decode(MPP): 7.9ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.6ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1647] Decode(MPP): 7.7ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1648] Decode(MPP): 8.3ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.0ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1649] Decode(MPP): 8.5ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.8ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1650] Decode(MPP): 8.4ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1651] Decode(MPP): 8.4ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.9ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1652] Decode(MPP): 7.8ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1653] Decode(MPP): 7.5ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1654] Decode(MPP): 8.5ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1655] Decode(MPP): 8.0ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.1ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1656] Decode(MPP): 8.2ms | Resize(RGA): 3.5ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1657] Decode(MPP): 7.9ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.8ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1658] Decode(MPP): 7.7ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1659] Decode(MPP): 7.5ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.8ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1660] Decode(MPP): 8.1ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.3ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1661] Decode(MPP): 8.1ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1662] Decode(MPP): 8.0ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1663] Decode(MPP): 8.2ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.3ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1664] Decode(MPP): 8.5ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.4ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1665] Decode(MPP): 7.5ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.041 [DEBUG] [Frame 1666] Decode(MPP): 7.5ms | Resize(RGA): 2.7ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.2ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1667] Decode(MPP): 8.3ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1668] Decode(MPP): 8.3ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1669] Decode(MPP): 7.9ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.4ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1670] Decode(MPP): 7.5ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.7ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1671] Decode(MPP): 8.5ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.6ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1672] Decode(MPP): 7.7ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1673] Decode(MPP): 7.7ms | Resize(RGA): 2.5ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.0ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1674] Decode(MPP): 8.3ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.8ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1675] Decode(MPP): 8.3ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.9ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1676] Decode(MPP): 8.3ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.3ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1677] Decode(MPP): 7.8ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.5ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1678] Decode(MPP): 8.3ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.8ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1679] Decode(MPP): 7.9ms | Resize(RGA): 2.7ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.3ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1680] Decode(MPP): 7.5ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1681] Decode(MPP): 7.9ms | Resize(RGA): 2.5ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.3ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1682] Decode(MPP): 8.3ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1683] Decode(MPP): 8.4ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.9ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1684] Decode(MPP): 8.1ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.5ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1685] Decode(MPP): 7.9ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.2ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1686] Decode(MPP): 7.6ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.9ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1687] Decode(MPP): 7.7ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.4ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1688] Decode(MPP): 8.4ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.2ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1689] Decode(MPP): 8.4ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.8ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1690] Decode(MPP): 8.5ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.8ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1691] Decode(MPP): 8.0ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1692] Decode(MPP): 8.3ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.1ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1693] Decode(MPP): 8.4ms | Resize(RGA): 2.5ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.3ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1694] Decode(MPP): 8.2ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1695] Decode(MPP): 7.6ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1696] Decode(MPP): 7.8ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.7ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1697] Decode(MPP): 8.1ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.7ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1698] Decode(MPP): 7.8ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1699] Decode(MPP): 7.6ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.6ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1700] Decode(MPP): 7.8ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.9ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1701] Decode(MPP): 7.5ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1702] Decode(MPP): 7.7ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1703] Decode(MPP): 8.1ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.4ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1704] Decode(MPP): 7.8ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1705] Decode(MPP): 7.8ms | Resize(RGA): 2.7ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1706] Decode(MPP): 8.2ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.3ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1707] Decode(MPP): 8.0ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.3ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1708] Decode(MPP): 8.2ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.6ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1709] Decode(MPP): 7.8ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1710] Decode(MPP): 8.3ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.8ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1711] Decode(MPP): 7.9ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.9ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1712] Decode(MPP): 7.8ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.3ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1713] Decode(MPP): 8.4ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1714] Decode(MPP): 8.1ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.0ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1715] Decode(MPP): 8.2ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1716] Decode(MPP): 8.3ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.9ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1717] Decode(MPP): 8.5ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.7ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1718] Decode(MPP): 8.5ms | Resize(RGA): 3.3ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.3ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1719] Decode(MPP): 8.0ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.2ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1720] Decode(MPP): 8.0ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.7ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1721] Decode(MPP): 8.2ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.4ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1722] Decode(MPP): 8.4ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 22.1ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1723] Decode(MPP): 7.8ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.3ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1724] Decode(MPP): 8.5ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.5ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1725] Decode(MPP): 7.7ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1726] Decode(MPP): 8.4ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.8ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1727] Decode(MPP): 7.7ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.9ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1728] Decode(MPP): 8.5ms | Resize(RGA): 2.5ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 20.1ms
2026-07-20 18:14:38.042 [DEBUG] [Frame 1729] Decode(MPP): 8.2ms | Resize(RGA): 3.5ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
