2026-07-20 18:20:39.003 [INFO] [System] COWdeploy Edge Benchmarking Suite v4.0 (Jetson Orin NX)
2026-07-20 18:20:39.003 [INFO] [System] Hardware: NVIDIA Jetson Orin NX (100 TOPS)
2026-07-20 18:20:39.003 [INFO] [System] OS: Ubuntu 24.04 LTS aarch64 (JetPack 7.2)
2026-07-20 18:20:39.003 [INFO] [Memory] Total RAM: 8.0 GB | Available: 6.1 GB
2026-07-20 18:20:39.003 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 18:20:39.003 [INFO] [Pipeline] Configuration: 
    - DeepStream Version: 9.1
    - Video Decode: nvv4l2decoder (Hardware NVDEC)
    - Preprocess: nvstreammux + nvvideoconvert (Hardware VIC)
    - Detection Backend: nvinfer (TensorRT INT8) - yolov8n-seg.engine
    - Feature Extractor Backend: nvinfer (TensorRT FP16) - dinov2_vits14.engine
    - Memory Architecture: NVMM (Zero-Copy Unified Memory)
2026-07-20 18:20:39.003 [INFO] [TensorRT] Loading engine yolov8n-seg.engine...
2026-07-20 18:20:39.103 [INFO] [TensorRT] Loaded successfully. Input: [1, 3, 640, 640]. Precision: INT8. DLA: Fallback to GPU (Ampere).
2026-07-20 18:20:39.103 [INFO] [TensorRT] Loading engine dinov2_vits14.engine...
2026-07-20 18:20:39.203 [INFO] [TensorRT] Loaded successfully. Input: [1, 3, 224, 224]. Precision: FP16. DLA: Fallback to GPU (Ampere).
2026-07-20 18:20:39.203 [INFO] [Pipeline] Starting asynchronous DeepStream pipeline...
2026-07-20 18:20:39.203 [DEBUG] [Frame 0000] Decode(NVDEC): 3.9ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1599] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.3ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1600] Decode(NVDEC): 4.0ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1601] Decode(NVDEC): 3.8ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1602] Decode(NVDEC): 3.9ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1603] Decode(NVDEC): 4.1ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1604] Decode(NVDEC): 4.4ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1605] Decode(NVDEC): 3.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1606] Decode(NVDEC): 4.1ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1607] Decode(NVDEC): 4.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1608] Decode(NVDEC): 4.3ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.2ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1609] Decode(NVDEC): 3.7ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1610] Decode(NVDEC): 3.8ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1611] Decode(NVDEC): 4.0ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1612] Decode(NVDEC): 3.6ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1613] Decode(NVDEC): 4.0ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1614] Decode(NVDEC): 4.1ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1615] Decode(NVDEC): 3.9ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1616] Decode(NVDEC): 4.1ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1617] Decode(NVDEC): 3.7ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1618] Decode(NVDEC): 4.0ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1619] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.2ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1620] Decode(NVDEC): 3.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.1ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1621] Decode(NVDEC): 3.6ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.1ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1622] Decode(NVDEC): 4.2ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1623] Decode(NVDEC): 3.9ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.1ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1624] Decode(NVDEC): 4.0ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.1ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1625] Decode(NVDEC): 4.1ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1626] Decode(NVDEC): 3.5ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.3ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1627] Decode(NVDEC): 4.2ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1628] Decode(NVDEC): 3.7ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1629] Decode(NVDEC): 3.9ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1630] Decode(NVDEC): 3.7ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1631] Decode(NVDEC): 3.6ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1632] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1633] Decode(NVDEC): 3.8ms | Mux(VIC): 1.0ms | YOLO(TRT): 4.1ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1634] Decode(NVDEC): 3.7ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1635] Decode(NVDEC): 3.8ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1636] Decode(NVDEC): 3.6ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1637] Decode(NVDEC): 4.1ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.1ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1638] Decode(NVDEC): 3.6ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1639] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.3ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1640] Decode(NVDEC): 3.5ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.3ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1641] Decode(NVDEC): 3.8ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1642] Decode(NVDEC): 4.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1643] Decode(NVDEC): 4.4ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.2ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1644] Decode(NVDEC): 3.8ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1645] Decode(NVDEC): 4.0ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1646] Decode(NVDEC): 4.4ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.2ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1647] Decode(NVDEC): 3.6ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1648] Decode(NVDEC): 4.4ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1649] Decode(NVDEC): 3.6ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1650] Decode(NVDEC): 3.7ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.2ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1651] Decode(NVDEC): 4.2ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.1ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1652] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1653] Decode(NVDEC): 4.2ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1654] Decode(NVDEC): 4.0ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1655] Decode(NVDEC): 3.8ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1656] Decode(NVDEC): 4.1ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1657] Decode(NVDEC): 4.2ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1658] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.3ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1659] Decode(NVDEC): 3.7ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.6ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1660] Decode(NVDEC): 4.1ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1661] Decode(NVDEC): 3.6ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.2ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1662] Decode(NVDEC): 4.4ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1663] Decode(NVDEC): 4.3ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.3ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1664] Decode(NVDEC): 4.2ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1665] Decode(NVDEC): 4.5ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.3ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1666] Decode(NVDEC): 3.9ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1667] Decode(NVDEC): 3.8ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1668] Decode(NVDEC): 4.5ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1669] Decode(NVDEC): 3.8ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1670] Decode(NVDEC): 4.2ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1671] Decode(NVDEC): 4.2ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.2ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1672] Decode(NVDEC): 4.1ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1673] Decode(NVDEC): 3.7ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1674] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1675] Decode(NVDEC): 4.1ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.1ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1676] Decode(NVDEC): 4.2ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1677] Decode(NVDEC): 4.4ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.3ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1678] Decode(NVDEC): 4.3ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1679] Decode(NVDEC): 3.9ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.5ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1680] Decode(NVDEC): 4.0ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1681] Decode(NVDEC): 4.4ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1682] Decode(NVDEC): 3.6ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1683] Decode(NVDEC): 4.2ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1684] Decode(NVDEC): 4.2ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1685] Decode(NVDEC): 4.1ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1686] Decode(NVDEC): 4.2ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1687] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.7ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1688] Decode(NVDEC): 3.9ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.9ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1689] Decode(NVDEC): 3.5ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1690] Decode(NVDEC): 3.8ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1691] Decode(NVDEC): 3.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.3ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1692] Decode(NVDEC): 4.2ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1693] Decode(NVDEC): 3.8ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1694] Decode(NVDEC): 3.9ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1695] Decode(NVDEC): 3.9ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1696] Decode(NVDEC): 4.0ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1697] Decode(NVDEC): 4.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1698] Decode(NVDEC): 4.0ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1699] Decode(NVDEC): 4.3ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1700] Decode(NVDEC): 3.9ms | Mux(VIC): 1.0ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1701] Decode(NVDEC): 4.4ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.4ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.1ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1702] Decode(NVDEC): 3.7ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1703] Decode(NVDEC): 3.9ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.4ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1704] Decode(NVDEC): 4.1ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.9ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1705] Decode(NVDEC): 4.0ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1706] Decode(NVDEC): 4.3ms | Mux(VIC): 0.5ms | YOLO(TRT): 4.1ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1707] Decode(NVDEC): 3.8ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.3ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1708] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1709] Decode(NVDEC): 4.2ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.5ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 5.0ms
2026-07-20 18:20:39.220 [DEBUG] [Frame 1710] Decode(NVDEC): 3.9ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.7ms
